Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
12775,8865,384,396,Second Class,AG-10765,United States,Smyrna,Georgia,30080,--,OFF-BI-10004224,OfficeSupply,Binders,Catalog Binders with Expanding Posts,539.1305,11,0.1,
12776,8395,929,937,Second Class,DR-12940,United States,Carol Stream,Illinois,60188,Central,FUR-BO-10002598,Furni,Bookcases,"Hon Metal Bookcases, Putty",505.4924,6,0.5,-90.8442
12777,5488,265,281,First Class,MH-17440,United States,Lakewood,California,90712,West,FUR-CH-10001891,Furni,Chairs,Global Deluxe Office Fabric Chairs,96.3689,10,0.5,-35.3838
12778,9186,12,28,Same Day,JK-16120,United States,Odessa,Texas,79762,Central,OFF-PA-10004665,OfficeSupply,Paper,Advantus Motivational Note Cards,844.9544,12,0.2,90.1096
12780,5177,353,365,Second Class,GT-14635,United States,Detroit,Michigan,48234,Central,OFF-BI-10001196,OfficeSupply,Binders,"Avery Flip-Chart Easel Binder, Black",953.9065,13,0.15,
12781,518,810,826,Same Day,RS-19420,United States,Omaha,Nebraska,68104,Central,FUR-FU-10004017,Furni,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",1235.4156,6,0.1,210.7432
12782,10115,881,913,Second Class,TB-21355,United States,Hot Springs,Arkansas,71901,South,OFF-AP-10004868,OfficeSupply,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,1049.951,4,0.0,239.0224
12783,10644,326,346,Same Day,HA-14905,United States,Boynton Beach,Florida,33437,South,OFF-BI-10001078,OfficeSupply,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",1037.1308,3,,
12784,2150,336,344,Same Day,JB-16045,United States,Montgomery,Alabama,36116,South,TEC-AC-10000682,Tech,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,256.9611,7,0.0,3.6749
12785,2541,250,258,Same Day,TZ-21580,United States,Jackson,Mississippi,39212,South,TEC-MA-10001856,Tech,Machines,Okidata C610n Printer,0.01,7,0.32,0.0008
12786,7646,359,363,Second Class,PB-19105,United States,Scottsdale,Arizona,85254,West,OFF-ST-10003123,OfficeSupply,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,0.01,11,0.0,-0.0015
12787,1597,782,790,Second Class,VW-21775,United States,Bozeman,Montana,59715,,TEC-AC-10004975,Tech,Accessories,Plantronics Audio 995 Wireless Stereo Headset,403.7769,11,0.5,-41.1429
12789,2773,1109,1117,Standard Class,NC-18625,United States,San Diego,California,92024,West,OFF-PA-10000418,OfficeSupply,Paper,Xerox 189,0.01,1,0.2,0.0012
12790,9564,1394,1426,First Class,BW-11110,United States,Houston,Texas,77095,Central,FUR-FU-10004904,Furni,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",0.01,13,0.45,-0.00
12791,330,488,520,Same Day,JK-15205,United States,San Antonio,Texas,78207,Central,FUR-CH-10000847,Furni,Chairs,Global Executive Mid-Back Manager's Chair,228.6981,1,0.2,0.9117
12792,5054,1145,1153,First Class,AG-10495,United States,Auburn,Washington,98002,West,OFF-PA-10003363,OfficeSupply,Paper,Xerox 204,302.3163,12,0.1,136.2978
12793,7674,1066,1094,Second Class,EM-13960,United States,Loveland,Colorado,80538,West,OFF-PA-10001534,OfficeSupply,Paper,Xerox 230,474.0131,8,0.32,229.35
12794,1611,1308,1320,Second Class,PT-19090,United States,Auburn,Washington,98002,West,FUR-TA-10003392,Furni,Tables,Global Adaptabilities Conference Tables,60.529,3,0.15,8.2335
12795,4367,129,161,First Class,DV-13045,United States,Coppell,Texas,75019,Central,OFF-PA-10000312,OfficeSupply,Paper,Xerox 1955,356.7696,7,0.0,89.7345
12796,845,1345,1353,Standard Class,CM-12655,United States,Corpus Christi,Texas,78415,Central,OFF-BI-10003429,OfficeSupply,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",110.2651,12,0.2,14.0452
12797,7821,1264,1280,Second Class,AB-10150,United States,Oak Park,Illinois,60302,Central,OFF-BI-10001510,OfficeSupply,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,1084.0276,14,0.7,-654.0344
12798,7077,679,687,First Class,SP-20920,United States,Dover,Delaware,19901,East,TEC-AC-10004571,Tech,Accessories,Logitech G700s Rechargeable Gaming Mouse,90.4003,6,0.6,-63.1313
12800,9124,747,755,Same Day,RO-19780,United States,Stockton,California,95207,West,FUR-BO-10004218,Furni,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",815.1936,5,0.7,-319.1821
12801,2210,484,500,First Class,AT-10735,United States,Dover,Delaware,19901,East,OFF-AR-10000657,OfficeSupply,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",0.01,6,0.2,0.0006
12802,10267,102,126,Same Day,BM-11785,United States,Margate,Florida,33063,South,OFF-ST-10004337,OfficeSupply,Storage,"SAFCO Commercial Wire Shelving, 72h",1211.512,5,0.1,250.7748
12803,8812,720,732,Standard Class,RF-19345,United States,Greensboro,North Carolina,27405,--,OFF-AP-10003622,OfficeSupply,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",1043.9994,3,0.0,447.4987
12804,11500,1288,1296,Standard Class,DM-13015,United States,Modesto,California,95351,West,OFF-AR-10003477,OfficeSupply,Art,4009 Highlighters,352.7111,7,0.15,48.9616
12805,454,406,418,Standard Class,MO-17500,United States,Peoria,Illinois,61604,Central,OFF-AP-10002350,OfficeSupply,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,0.01,7,0.1,0.0016
12806,10171,65,97,Second Class,JW-15220,United States,Springdale,Arkansas,72762,South,OFF-ST-10001713,OfficeSupply,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",162.8399,9,0.4,-33.2703
12807,2709,1138,1158,First Class,Dp-13240,United States,Fremont,Nebraska,68025,Central,TEC-AC-10000109,Tech,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,136.1153,11,0.45,20.7375
12808,9025,123,147,Same Day,SS-20875,United States,Oakland,California,94601,West,OFF-PA-10002005,OfficeSupply,Paper,Xerox 225,0.01,1,0.15,-0.0001
12809,1871,1308,1312,Second Class,TB-21280,United States,Lancaster,Pennsylvania,17602,East,OFF-AR-10003251,OfficeSupply,Art,Prang Drawing Pencil Set,209.4247,12,0.5,-117.8364
12810,10353,746,766,Same Day,MC-18130,United States,Bloomington,Illinois,61701,Central,FUR-CH-10003973,Furni,Chairs,GuestStacker Chair with Chrome Finish Legs,410.7618,3,0.5,49.4932
12811,2115,936,944,Same Day,JM-15535,United States,Tamarac,Florida,33319,--,FUR-TA-10004175,Furni,Tables,"Hon 30"" x 60"" Table with Locking Drawer",592.6402,7,0.32,144.9651
12812,6135,1078,1090,Second Class,JL-15835,United States,Jupiter,Florida,33458,South,OFF-AP-10003971,OfficeSupply,Appliances,Belkin 6 Outlet Metallic Surge Strip,0.01,12,0.1,0.0005
12813,7563,605,613,Second Class,FA-14230,United States,Bellevue,Washington,98006,,OFF-EN-10001434,OfficeSupply,Envelopes,"Strathmore #10 Envelopes, Ultimate White",101.6413,4,,31.7971
12814,9165,711,719,Second Class,VG-21790,United States,Fayetteville,North Carolina,28314,South,OFF-BI-10000309,OfficeSupply,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",0.01,7,0.6,-0.001
12815,11556,277,281,Same Day,TZ-21580,United States,Los Angeles,California,90036,West,OFF-PA-10000061,OfficeSupply,Paper,Xerox 205,426.141,7,,46.086
12816,7081,24,56,First Class,CD-12790,United States,Eau Claire,Wisconsin,54703,Central,OFF-ST-10002205,OfficeSupply,Storage,File Shuttle I and Handi-File,0.01,10,0.3,0.0028
12817,6113,10,38,Second Class,JK-15205,United States,Orland Park,Illinois,60462,Central,OFF-PA-10000673,OfficeSupply,Paper,"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad",0.01,12,0.3,0.0011
12818,1128,595,603,Standard Class,CM-12385,United States,Jacksonville,North Carolina,28540,,TEC-MA-10004241,technologies,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,769.4093,11,0.3,-112.2034
12819,9928,1331,1347,Standard Class,RB-19795,United States,Morgan Hill,California,95037,,FUR-FU-10003247,Furni,Furnishings,36X48 HARDFLOOR CHAIRMAT,334.1861,12,0.7,
12820,3922,796,804,Standard Class,MY-18295,United States,Arlington,Virginia,22204,,FUR-FU-10001196,Furni,Furnishings,DAX Cubicle Frames - 8x10,0.01,13,0.32,0.0005
12821,6166,954,970,Same Day,KN-16450,United States,Spokane,Washington,99207,West,OFF-PA-10001712,OfficeSupply,Paper,Xerox 1948,100.8786,8,0.5,-34.2709
12822,6589,976,1004,First Class,PJ-18835,United States,Mount Pleasant,South Carolina,29464,South,FUR-FU-10003039,Furni,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",885.5332,5,0.7,-211.5017
12823,1663,855,879,Standard Class,MC-17275,United States,Arlington,Texas,76017,Central,OFF-AR-10002257,OfficeSupply,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",0.01,6,0.3,0.0012
12824,10099,416,440,Standard Class,TC-21535,United States,San Bernardino,California,92404,West,OFF-PA-10001752,OfficeSupply,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),0.01,9,0.5,-0.0017
12825,6157,1103,1111,First Class,NF-18385,United States,Milford,Connecticut,6460,East,OFF-AR-10003811,OfficeSupply,Art,Newell 327,478.417,1,0.1,212.9306
12826,6578,518,522,First Class,SV-20785,United States,Camarillo,California,93010,West,OFF-PA-10001639,OfficeSupply,Paper,Xerox 203,258.603,14,0.8,-229.8486
12827,10866,994,998,First Class,SS-20875,United States,Irving,Texas,75061,Central,TEC-AC-10002331,technologies,Accessories,"Maxell 74 Minute CDR, 10/Pack",437.4473,6,0.2,-44.2329
12828,4118,93,113,Second Class,SW-20755,United States,Summerville,South Carolina,29483,South,OFF-SU-10002301,OfficeSupply,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,341.288,1,0.32,52.1107
12829,2139,1091,1095,Second Class,ND-18370,United States,Pomona,California,91767,West,OFF-PA-10002421,OfficeSupply,Paper,Embossed Ink Jet Note Cards,293.2273,10,0.0,96.1399
12830,7544,873,901,Second Class,TC-20980,United States,Dublin,Ohio,43017,East,OFF-AR-10003696,OfficeSupply,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,0.251,5,0.5,-0.1055
12831,10690,557,573,First Class,MD-17860,United States,Suffolk,Virginia,23434,South,OFF-PA-10001804,OfficeSupply,Paper,Xerox 195,266.6665,4,0.7,-128.3439
12832,3306,1249,1253,Second Class,JS-16030,United States,Coppell,Texas,75019,Central,OFF-AR-10003394,OfficeSupply,Art,Newell 332,0.01,6,0.3,-0.0011
12833,8555,171,195,Second Class,TG-21640,United States,Abilene,Texas,79605,Central,OFF-SU-10002301,OfficeSupply,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,493.231,11,0.15,152.1768
12834,8879,101,117,Standard Class,CR-12730,United States,Pleasant Grove,Utah,84062,West,OFF-PA-10003134,OfficeSupply,Paper,Xerox 1937,147.0201,12,0.3,17.9912
12836,1471,394,406,Same Day,DK-12895,United States,Lakeland,Florida,33801,South,OFF-BI-10002735,OfficeSupply,Binders,GBC Prestige Therm-A-Bind Covers,526.3626,2,0.2,103.96
12837,601,1375,1407,Same Day,CC-12670,United States,Pomona,California,91767,West,OFF-ST-10004340,OfficeSupply,Storage,"Fellowes Mobile File Cart, Black",0.01,2,0.45,0.0001
12838,6952,390,406,Second Class,JW-16075,United States,Orem,Utah,84057,West,FUR-CH-10000454,Furni,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",0.01,13,0.5,-0.0028
12840,8202,9,33,Second Class,LC-16930,United States,Apple Valley,Minnesota,55124,Central,OFF-AR-10002952,OfficeSupply,Art,Stanley Contemporary Battery Pencil Sharpeners,770.6671,2,0.2,4.5065
12841,3812,937,945,Standard Class,CM-12385,United States,Lake Forest,California,92630,West,OFF-BI-10003676,OfficeSupply,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",0.01,5,0.8,-0.0057
12842,7293,396,408,Second Class,TW-21025,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10000689,OfficeSupply,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",0.01,2,0.6,-0.0001
12843,9791,274,294,Same Day,LW-17215,United States,Philadelphia,Pennsylvania,19120,,FUR-TA-10001768,Furni,Tables,Hon Racetrack Conference Tables,144.0409,1,0.7,-64.284
12844,3165,636,652,Second Class,JR-15700,United States,Dallas,Texas,75081,Central,OFF-PA-10001457,OfficeSupply,Paper,White GlueTop Scratch Pads,0.01,11,0.0,0.0023
12845,5791,1393,1421,Standard Class,SR-20740,United States,Normal,Illinois,61761,Central,TEC-AC-10000736,technologies,Accessories,Logitech G600 MMO Gaming Mouse,254.0116,1,0.6,-50.577
12846,5047,1412,1420,First Class,HR-14830,United States,Dallas,Texas,75081,Central,OFF-ST-10003692,OfficeSupply,Storage,Recycled Steel Personal File for Hanging File Folders,99.3782,14,0.45,
12847,427,636,640,Same Day,MC-18130,United States,Monroe,Louisiana,71203,South,TEC-AC-10002305,technologies,Accessories,KeyTronic E03601U1 - Keyboard - Beige,278.4242,4,0.32,-1.7229
12848,3336,1089,1109,Same Day,RA-19945,United States,Bellevue,Washington,98006,West,OFF-AP-10003057,OfficeSupply,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,0.01,7,0.4,-0.0014
12850,4571,484,516,Standard Class,RS-19420,United States,New Brunswick,New Jersey,8901,East,OFF-PA-10003651,OfficeSupply,Paper,Xerox 1968,0.01,7,0.0,0.0024
12851,181,1024,1044,Standard Class,JC-15340,United States,Lubbock,Texas,79424,Central,TEC-PH-10001619,technologies,Phones,LG G3,54.1888,10,0.15,13.5447
12852,9390,540,552,First Class,LC-17140,United States,Wheeling,West Virginia,26003,East,OFF-BI-10001617,OfficeSupply,Binders,GBC Wire Binding Combs,6.8573,12,0.8,-3.0749
12853,6535,262,294,First Class,TB-21280,United States,Altoona,Pennsylvania,16602,East,FUR-CH-10002602,Furni,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,0.01,10,0.32,-0.0013
12854,8121,1056,1060,First Class,SH-19975,United States,Holland,Michigan,49423,--,OFF-AR-10001761,OfficeSupply,Art,Avery Hi-Liter Smear-Safe Highlighters,629.993,3,0.4,-106.54
12855,8252,544,548,Standard Class,ND-18370,United States,Marietta,Georgia,30062,South,TEC-AC-10004568,technologies,Accessories,Maxell LTO Ultrium - 800 GB,0.01,2,0.1,0.0059
12856,1746,304,316,First Class,DH-13675,United States,Pasadena,Texas,77506,Central,OFF-PA-10003022,OfficeSupply,Paper,Xerox 1992,182.8746,3,0.8,-65.4752
12857,137,1044,1064,Standard Class,ML-18040,United States,Woonsocket,Rhode Island,2895,--,OFF-PA-10004239,OfficeSupply,Paper,Xerox 1953,0.01,13,0.5,-0.0003
12858,11305,1067,1083,Same Day,PJ-18835,United States,Gaithersburg,Maryland,20877,East,FUR-TA-10001039,Furni,Tables,KI Adjustable-Height Table,0.01,3,0.45,0.0021
12860,178,142,162,Same Day,AC-10420,United States,Olathe,Kansas,66062,Central,OFF-AR-10002766,OfficeSupply,Art,Prang Drawing Pencil Set,711.4762,8,,75.1351
12861,7483,797,821,Second Class,BD-11605,United States,North Miami,Florida,33161,South,OFF-BI-10002799,OfficeSupply,Binders,"SlimView Poly Binder, 3/8""",0.01,3,0.8,
12862,8980,1299,1331,Same Day,PN-18775,United States,Yuma,Arizona,85364,West,OFF-SU-10000157,OfficeSupply,Supplies,Compact Automatic Electric Letter Opener,1076.5678,8,0.2,-73.4409
12863,2137,540,560,First Class,KD-16495,United States,Cheyenne,Wyoming,82001,West,OFF-AR-10004648,OfficeSupply,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,601.1008,7,0.8,-331.3645
12864,1511,1052,1064,Standard Class,DN-13690,United States,Nashua,New Hampshire,3060,East,OFF-ST-10004340,OfficeSupply,Storage,"Fellowes Mobile File Cart, Black",96.5373,3,0.15,34.8852
12866,2781,591,611,First Class,SG-20605,United States,Clifton,New Jersey,7011,East,OFF-PA-10004569,OfficeSupply,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",228.3196,11,0.8,-141.99
12867,6141,743,775,Second Class,LC-16960,United States,Grove City,Ohio,43123,East,OFF-BI-10004002,OfficeSupply,Binders,Wilson Jones International Size A4 Ring Binders,1212.4187,11,0.15,-81.5985
12868,6539,404,420,Standard Class,LB-16735,United States,Appleton,Wisconsin,54915,Central,OFF-AP-10001205,OfficeSupply,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,0.01,2,0.15,0.0025
12869,5208,394,406,Second Class,NZ-18565,United States,Medford,Oregon,97504,West,FUR-CH-10001973,Furni,Chairs,Office Star Flex Back Scooter Chair with White Frame,185.8798,6,0.4,-11.1068
12870,11698,719,751,Standard Class,AG-10525,United States,Anaheim,California,92804,West,FUR-TA-10001705,Furni,Tables,Bush Advantage Collection Round Conference Table,0.01,11,0.7,-0.0039
12871,9029,928,932,First Class,TR-21325,United States,Newport News,Virginia,23602,South,TEC-MA-10002927,Tech,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,577.5506,11,,104.6102
12872,10835,1369,1373,First Class,IM-15055,United States,Bloomington,Illinois,61701,Central,OFF-PA-10001293,OfficeSupply,Paper,Xerox 1946,0.01,4,0.4,-0.0028
12873,227,708,728,Same Day,AG-10390,United States,Appleton,Wisconsin,54915,Central,OFF-AP-10002082,OfficeSupply,Appliances,Holmes HEPA Air Purifier,882.0425,2,0.2,-206.6212
12875,1015,271,283,Second Class,NG-18355,United States,Reading,Pennsylvania,19601,East,TEC-AC-10004901,Tech,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,340.5445,7,,-211.586
12877,10436,1101,1121,Second Class,VM-21835,United States,Akron,Ohio,44312,East,OFF-AP-10002534,OfficeSupply,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,0.01,11,0.2,0.004
12878,8813,1226,1230,Same Day,SC-20260,United States,Plano,Texas,75023,Central,OFF-AR-10001374,OfficeSupply,Art,"BIC Brite Liner Highlighters, Chisel Tip",0.01,6,0.1,0.01
12879,9030,825,845,First Class,VM-21835,United States,Linden,New Jersey,7036,East,OFF-ST-10002205,OfficeSupply,Storage,File Shuttle I and Handi-File,287.9148,1,0.15,123.2519
12880,9982,1142,1150,Same Day,PO-18865,United States,San Angelo,Texas,76903,Central,OFF-AR-10002467,OfficeSupply,Art,Dixon Ticonderoga Pencils,54.3674,13,0.1,
12881,6560,630,662,Same Day,GG-14650,United States,Frankfort,Illinois,60423,Central,FUR-TA-10001771,Furni,Tables,"Bush Cubix Conference Tables, Fully Assembled",272.2616,8,0.3,
12882,9077,378,394,Second Class,MD-17860,United States,Bellingham,Washington,98226,West,FUR-TA-10002855,Furni,Tables,Bevis Round Conference Table Top & Single Column Base,968.8628,5,0.2,325.0975
12883,6173,1219,1223,Second Class,RD-19930,United States,Aurora,Illinois,60505,Central,OFF-ST-10002583,OfficeSupply,Storage,Fellowes Neat Ideas Storage Cubes,194.0412,3,0.8,-152.4257
12884,7912,653,665,First Class,GM-14680,United States,Deltona,Florida,32725,South,TEC-PH-10004531,Tech,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,800.0178,2,0.45,-83.2746
12885,6461,801,829,Standard Class,HZ-14950,United States,Minneapolis,Minnesota,55407,Central,TEC-PH-10002844,Tech,Phones,Speck Products Candyshell Flip Case,0.01,11,0.3,-0.0015
12886,7652,392,420,Same Day,RF-19840,United States,Marion,Iowa,52302,--,FUR-CH-10003535,Furni,Chairs,"Global Armless Task Chair, Royal Blue",318.0804,9,,
12887,8401,830,858,Standard Class,SM-20005,United States,Aurora,Illinois,60505,Central,OFF-PA-10001826,OfficeSupply,Paper,Xerox 207,631.6283,14,0.4,-29.8931
12888,3096,1073,1105,Second Class,AG-10675,United States,Santa Ana,California,92704,,TEC-PH-10004536,technologies,Phones,Avaya 5420 Digital phone,0.01,7,0.32,-0.0005
12889,1713,242,274,Same Day,IM-15070,United States,San Marcos,Texas,78666,Central,OFF-PA-10001790,OfficeSupply,Paper,Xerox 1910,493.9355,4,0.32,3.4003
12890,3166,547,559,First Class,CA-12055,United States,Deltona,Florida,32725,South,OFF-AP-10000804,OfficeSupply,Appliances,Hoover Portapower Portable Vacuum,0.01,2,0.5,-0.0002
12891,10979,975,999,First Class,JK-15325,United States,Wheeling,West Virginia,26003,,OFF-PA-10000029,OfficeSupply,Paper,Xerox 224,468.5451,7,0.7,-336.5467
12892,8497,1207,1211,First Class,GR-14560,United States,Elmhurst,Illinois,60126,Central,OFF-ST-10002756,OfficeSupply,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1270.5535,13,0.32,426.8756
